Connected to SF on sf@localhost:9002
Chair,2014-05-06 12:55:09.101,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:09.134,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:09.232,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:09.325,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:09.423,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:09.52,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:09.616,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:09.716,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:09.818,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:09.911,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:10.007,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:10.111,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:10.303,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:10.396,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:10.501,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:10.595,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:10.694,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:10.792,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:10.888,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:10.99,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:11.083,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:11.184,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:11.285,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:11.379,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:11.474,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:11.576,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:11.669,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:11.766,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:11.864,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:11.968,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:12.066,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:12.156,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:12.259,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:12.352,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:12.456,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:12.546,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:12.648,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:12.743,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:12.84,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:12.937,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:13.034,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:13.133,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:13.236,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:13.325,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:13.431,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:13.524,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:13.627,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:13.719,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:13.821,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:13.912,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:14.01,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:14.115,0,0,0,0,0,0,0,0
Chair,2014-05-06 12:55:14.205,0,0,0,0,0,0,0,0
